"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"crashpad_handler","5","112","4390195200","6426624","1425408","8424","E:\MySoft\snagit\crashpad_handler.exe","E:\MySoft\snagit\crashpad_handler.exe --no-rate-limit --database=C:\Users\euewrqe\AppData\Local\TechSmith\Snagit\21\NativeCrashReporting --metrics-dir=C:\Users\euewrqe\AppData\Local\TechSmith\Snagit\21\NativeCrashReporting --url=https://submit.backtrace.io/techsmith/7833d897fe922c3bf8b3afbcca194c93e664b79a69a3ff10a67c575817fa767a/minidump --annotation=format=minidump --annotation=token=7833d897fe922c3bf8b3afbcca194c93e664b79a69a3ff10a67c575817fa767a --initial-client-data=0x354,0x358,0x35c,0x330,0x364,0x7ff78c175438,0x7ff78c175450,0x7ff78c175468","System.Diagnostics.Process (Snagit32)",,"0.046875",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3956","8",,"False","2021/06/14 15:03:34",,"15672",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8424","8424","1425408","1425408","110296","110296","1519616","1519616","7049216","7049216","4393500672","98533376","True","Normal","1425408","1425408","crashpad_handler","255","5",,"System.Diagnostics.ProcessThreadCollection","112","4390195200","95227904","False",,,,"6426624","6426624",,"System.Diagnostics.ProcessModule (crashpad_handler.exe)","00:00:00.0312500","00:00:00.0468750","00:00:00.0156250","0","","True",,
"crashpad_handler","5","112","4390195200","6385664","1478656","8424","E:\MySoft\snagit\crashpad_handler.exe","E:\MySoft\snagit\crashpad_handler.exe --no-rate-limit --database=C:\Users\euewrqe\AppData\Local\TechSmith\Snagit\21\NativeCrashReporting --metrics-dir=C:\Users\euewrqe\AppData\Local\TechSmith\Snagit\21\NativeCrashReporting --url=https://submit.backtrace.io/techsmith/7833d897fe922c3bf8b3afbcca194c93e664b79a69a3ff10a67c575817fa767a/minidump --annotation=format=minidump --annotation=token=7833d897fe922c3bf8b3afbcca194c93e664b79a69a3ff10a67c575817fa767a --initial-client-data=0x31c,0x320,0x324,0x2f8,0x32c,0x7ff7612f55f8,0x7ff7612f5610,0x7ff7612f5628","System.Diagnostics.Process (SnagitEditor)",,"0.0625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5152","6",,"False","2021/06/14 15:03:47",,"18248",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8424","8424","1478656","1478656","110296","110296","1507328","1507328","7024640","7024640","4393500672","98533376","True","BelowNormal","1478656","1478656","crashpad_handler","255","5",,"System.Diagnostics.ProcessThreadCollection","112","4390195200","95227904","False",,,,"6385664","6385664",,"System.Diagnostics.ProcessModule (crashpad_handler.exe)","00:00:00.0156250","00:00:00.0625000","00:00:00.0468750","0","","True",,
"csrss","0","926","2203420360704","6336512","2330624","29976",,,,,,,,,,"Process",,,"13",,,,,"716",".",,,,"29976","29976","2330624","2330624","291424","291424","3104768","3104768","6754304","6754304","2203422920704","104697856",,,"2330624","2330624","csrss",,"0",,"System.Diagnostics.ProcessThreadCollection","926","2203420360704","102137856","False",,,,"6336512","6336512",,,,,,"0","","True",,
"csrss","5","909","2203495198720","8286208","3256320","45360",,,,,,,,,,"Process",,,"13",,,,,"16884",".",,,,"45360","45360","3256320","3256320","378344","378344","11685888","11685888","30691328","30691328","2203513978880","195756032",,,"3256320","3256320","csrss",,"5",,"System.Diagnostics.ProcessThreadCollection","909","2203495198720","176975872","False",,,,"8286208","8286208",,,,,,"0","","True",,
"ctfmon","5","7766","2204133134336","69353472","66228224","36024",,,,,"279.046875",,,,,"Process",,,"13",,"False","2021/06/13 23:15:07",,"10692",".",,,,"36024","36024","66228224","66228224","1491576","1491576","66256896","66256896","100290560","100290560","2204447948800","1129725952",,,"66228224","66228224","ctfmon",,"5",,"System.Diagnostics.ProcessThreadCollection","7766","2204133134336","814911488","False",,,,"69353472","69353472",,,"00:02:08.9375000","00:04:39.0468750","00:02:30.1093750","0","","True",,
"DataExchangeHost","5","238","2203512750080","18006016","15880192","15224","C:\Windows\System32\DataExchangeHost.exe","C:\Windows\System32\DataExchangeHost.exe -Embedding",,"Microsoft Corporation","1.359375","10.0.19041.1100 (WinBuild.160101.0800)","10.0.19041.1100","データ交換ホスト","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5284","10",,"False","2021/06/14 23:44:16",,"15204",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15224","15224","15880192","15880192","268336","268336","21917696","21917696","43347968","43347968","2203671490560","353267712","True","AboveNormal","15880192","15880192","DataExchangeHost","255","5",,"System.Diagnostics.ProcessThreadCollection","238","2203512750080","194527232","False",,,,"18006016","18006016",,"System.Diagnostics.ProcessModule (DataExchangeHost.exe)","00:00:00.5625000","00:00:01.3593750","00:00:00.7968750","0","","True",,
"dllhost","0","194","2203552309248","11550720","3670016","17400",,,,,,,,,,"Process",,,"8",,,,,"9300",".",,,,"17400","17400","3670016","3670016","111496","111496","3710976","3710976","11956224","11956224","2203556278272","238055424",,,"3670016","3670016","dllhost",,"0",,"System.Diagnostics.ProcessThreadCollection","194","2203552309248","234086400","False",,,,"11550720","11550720",,,,,,"0","","True",,
"dllhost","5","245","2203573780480","11894784","5496832","22296","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}",,"Microsoft Corporation","0.4375","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5384","8",,"False","2021/06/13 23:20:19",,"11756",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22296","22296","5496832","5496832","155976","155976","6160384","6160384","14733312","14733312","2203583336448","265113600","True","Normal","5496832","5496832","dllhost","255","5",,"System.Diagnostics.ProcessThreadCollection","245","2203573780480","255557632","False",,,,"11894784","11894784",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.2812500","00:00:00.4375000","00:00:00.1562500","0","","True",,
"dwm","5","1613","2203931414528","126410752","160624640","73936",,,,,,,,,,"Process",,,"13",,,,,"12588",".",,,,"73936","73936","160624640","160624640","1097624","1097624","205975552","205975552","197001216","197001216","2203967324160","649101312",,,"160624640","160624640","dwm",,"5",,"System.Diagnostics.ProcessThreadCollection","1613","2203931414528","613191680","False",,,,"126410752","126410752",,,,,,"0","","True",,
"ETDCtrl","5","548","4470149120","23453696","9654272","21112","C:\Program Files\Elantech\ETDCtrl.exe","""C:\Program Files\Elantech\ETDCtrl.exe""",,"ELAN Microelectronics Corp.","1.15625","11.59.4.56","11.59.4.56","ETD Control Center","ELAN Smart-Pad","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5472","10",,"False","2021/06/13 23:15:08",,"5292",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21112","21112","9654272","9654272","276272","276272","9752576","9752576","27303936","27303936","4479815680","184848384","True","AboveNormal","9654272","9654272","ETDCtrl","255","5",,"System.Diagnostics.ProcessThreadCollection","548","4470149120","175181824","False",,,,"23453696","23453696",,"System.Diagnostics.ProcessModule (ETDCtrl.exe)","00:00:00.6718750","00:00:01.1562500","00:00:00.4843750","0","","True",,
"ETDCtrlHelper","5","127","4411924480","9621504","2908160","10872",,,,,"0.109375",,,,,"Process",,,"10",,"False","2021/06/13 23:15:23",,"11312",".",,,,"10872","10872","2908160","2908160","157704","157704","3006464","3006464","11194368","11194368","4415070208","120102912",,,"2908160","2908160","ETDCtrlHelper",,"5",,"System.Diagnostics.ProcessThreadCollection","127","4411924480","116957184","False",,,,"9621504","9621504",,,"00:00:00.0156250","00:00:00.1093750","00:00:00.0937500","0","","True",,
"ETDIntelligent","5","162","4413964288","9093120","2408448","11480","C:\Program Files\Elantech\ETDIntelligent.exe","""C:\Program Files\Elantech\ETDIntelligent.exe"" ","System.Diagnostics.Process (ETDCtrl)","ELAN Microelectronics Corp.","0.125","11.10.4.1","11.10.4.1","ETDIntelligent","Elan Smart-Pad","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5552","8",,"False","2021/06/13 23:15:24",,"4856",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11480","11480","2408448","2408448","158696","158696","2568192","2568192","10153984","10153984","4419239936","124272640","True","Normal","2408448","2408448","ETDIntelligent","255","5",,"System.Diagnostics.ProcessThreadCollection","162","4413964288","118996992","False",,,,"9093120","9093120",,"System.Diagnostics.ProcessModule (ETDIntelligent.exe)","00:00:00.0468750","00:00:00.1250000","00:00:00.0781250","0","","True",,
"ETDService","0","112","4361777152","5259264","1384448","7128",,,,,,,,,,"Process",,,"8",,,,,"4352",".",,,,"7128","7128","1384448","1384448","64832","64832","1515520","1515520","5853184","5853184","4367740928","72773632",,,"1384448","1384448","ETDService",,"0",,"System.Diagnostics.ProcessThreadCollection","112","4361777152","66809856","False",,,,"5259264","5259264",,,,,,"0","","True",,
"Everything","5","381","4793053184","261922816","259551232","22496","C:\Program Files\Everything\Everything.exe","""C:\Program Files\Everything\Everything.exe"" -startup","System.Diagnostics.Process (explorer)","voidtools","278.75","1.4.1.992","1.4.1.992","Everything","Everything","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5644","8",,"False","2021/06/13 23:15:45",,"2388",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22496","22496","259551232","259551232","304856","304856","315826176","315826176","325709824","325709824","4832190464","537223168","True","Normal","259551232","259551232","Everything","255","5",,"System.Diagnostics.ProcessThreadCollection","381","4793053184","498085888","False",,,,"261922816","261922816",,"System.Diagnostics.ProcessModule (Everything.exe)","00:00:44.5781250","00:04:38.7500000","00:03:54.1718750","0","","True",,
"Everything","0","149","4381618176","6733824","1880064","8904",,,,,,,,,,"Process",,,"8",,,,,"4224",".",,,,"8904","8904","1880064","1880064","102248","102248","2048000","2048000","7151616","7151616","4387590144","92622848",,,"1880064","1880064","Everything",,"0",,"System.Diagnostics.ProcessThreadCollection","149","4381618176","86650880","False",,,,"6733824","6733824",,,,,,"0","","True",,
"EXCEL","5","1476","2204205977600","154247168","92467200","65096","C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE","""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""F:\Heft\projects\powershell\command_directory.xlsx""","System.Diagnostics.Process (explorer)","Microsoft Corporation","65.828125","16.0.14026.20270","16.0.14026.20270","Microsoft Excel","Microsoft Office","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5732","8",,"False","2021/06/15 0:30:39",,"7412",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","65096","65096","92467200","92467200","1430248","1430248","154382336","154382336","229228544","229228544","2204301881344","983658496","True","Normal","92467200","92467200","EXCEL","255","5",,"System.Diagnostics.ProcessThreadCollection","1476","2204205977600","887754752","False",,,,"154247168","154247168",,"System.Diagnostics.ProcessModule (EXCEL.EXE)","00:00:28.8281250","00:01:05.8281250","00:00:37","3148184","command_directory.xlsx - Excel","True",,
"explorer","5","3605","2204730847232","194912256","159862784","192976","C:\WINDOWS\Explorer.EXE","C:\WINDOWS\Explorer.EXE",,"Microsoft Corporation","1407.1875","10.0.19041.964 (WinBuild.160101.0800)","10.0.19041.964","エクスプローラー","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5784","8",,"False","2021/06/13 23:15:24",,"4620",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","192976","192976","159862784","159862784","1687872","1687872","176128000","176128000","231940096","231940096","2205865660416","-1747529728","True","Normal","159862784","159862784","explorer","255","5",,"System.Diagnostics.ProcessThreadCollection","3605","2204730847232","1412624384","False",,,,"194912256","194912256",,"System.Diagnostics.ProcessModule (Explorer.EXE)","00:15:18.9843750","00:23:27.1875000","00:08:08.2031250","65966","","True",,
"FileCoAuth","5","229","159911936","16736256","4931584","15288","C:\Program Files (x86)\Microsoft OneDrive\21.099.0516.0003\FileCoAuth.exe","""C:\Program Files (x86)\Microsoft OneDrive\21.099.0516.0003\FileCoAuth.exe"" -Embedding",,"Microsoft Corporation","3.515625","21.099.0516.0003","21.099.0516.0003","Microsoft OneDriveFile Co-Authoring Executable","Microsoft OneDrive","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5720","8",,"False","2021/06/13 23:18:00",,"16580",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15288","15288","4931584","4931584","176504","176504","11763712","11763712","17879040","17879040","164114432","164114432","True","Normal","4931584","4931584","FileCoAuth","255","5",,"System.Diagnostics.ProcessThreadCollection","229","159911936","159911936","False",,,,"16736256","16736256",,"System.Diagnostics.ProcessModule (FileCoAuth.exe)","00:00:01.7656250","00:00:03.5156250","00:00:01.7500000","0","","True",,
"firefox","5","521","2206041550848","134737920","103600128","52448","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=""10004.27.2025430175\1067518785"" -childID 4 -isForBrowser -prefsHandle 6080 -prefMapHandle 5980 -prefsLen 6023 -prefMapSize 248436 -parentBuildID 20210527174632 -appdir ""C:\Program Files\Mozilla Firefox\browser"" - 10004 ""\\.\pipe\gecko-crash-server-pipe.10004"" 5900 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","97.125","89.0","89.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5796","8",,"False","2021/06/14 23:50:24",,"7768",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","52448","52448","103600128","103600128","747144","747144","143085568","143085568","170786816","170786816","2206051774464","-1561415680","True","Normal","103600128","103600128","firefox","255","5",,"System.Diagnostics.ProcessThreadCollection","521","2206041550848","-1571639296","False",,,,"134737920","134737920",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:14.2656250","00:01:37.1250000","00:01:22.8593750","0","","True",,
"firefox","5","1649","2206780698624","410021888","377950208","152472","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe""",,"Mozilla Corporation","267.578125","89.0","89.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5808","8",,"False","2021/06/14 23:50:14",,"10004",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","152472","152472","377950208","377950208","1316864","1316864","406802432","406802432","455454720","455454720","2223256444928","-1536614400","True","Normal","377950208","377950208","firefox","255","5",,"System.Diagnostics.ProcessThreadCollection","1649","2206780698624","-832491520","False",,,,"410021888","410021888",,"System.Diagnostics.ProcessModule (firefox.exe)","00:01:32.3593750","00:04:27.5781250","00:02:55.2187500","789028","Out-File (Microsoft.PowerShell.Utility) - PowerShell | Microsoft Docs — Mozilla Firefox","True",,
"firefox","5","456","2203694067712","24334336","23220224","25520","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=""10004.34.1140634453\518847007"" -parentBuildID 20210527174632 -prefsHandle 7544 -prefMapHandle 7608 -prefsLen 6148 -prefMapSize 248436 -appdir ""C:\Program Files\Mozilla Firefox\browser"" - 10004 ""\\.\pipe\gecko-crash-server-pipe.10004"" 7520 rdd","System.Diagnostics.Process (firefox)","Mozilla Corporation","0.296875","89.0","89.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5860","8",,"False","2021/06/14 23:50:28",,"10472",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25520","25520","23220224","23220224","518344","518344","23523328","23523328","28016640","28016640","2203721449472","403226624","True","Normal","23220224","23220224","firefox","255","5",,"System.Diagnostics.ProcessThreadCollection","456","2203694067712","375844864","False",,,,"24334336","24334336",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:00.1875000","00:00:00.2968750","00:00:00.1093750","0","","True",,
